"customerid","tenure","monthlycharges","ltv"
"6161-ERDGD",71,"85.45","6066.95"
"1226-JZNKR",8,"19.8","158.4"
"7318-EIVKO",8,"59.25","474.00"
"3771-PZOBW",20,"90.7","1814.0"
"5136-KCKGI",33,"103.7","3422.1"
"8231-BSWXX",71,"79.05","5612.55"
"6486-LHTMA",31,"90.7","2811.7"
"4083-BFNYK",38,"95","3610"
"3722-WPXTK",1,"88.35","88.35"
"7389-KBFIT",2,"30.25","60.50"
"7176-WIONM",12,"49.85","598.20"
"5141-ZUVBH",9,"93","837"
"1089-HDMKP",11,"54.55","600.05"
"7623-HKYRK",6,"19.7","118.2"
"0310-SUCIN",71,"84.8","6020.8"
"5197-PYEPU",42,"94.45","3966.90"
"2929-ERCFZ",8,"94.2","753.6"
"7548-SEPYI",5,"96.25","481.25"
"8835-VSDSE",2,"70.7","141.4"
"6619-RPLQZ",45,"20.85","938.25"
"3275-RHRNE",28,"60","1680"
"3503-TYDAY",43,"80.45","3459.35"
"6901-GOGZG",60,"84.95","5097.00"
"1623-NLDOT",42,"33.55","1409.10"
"7021-XSNYE",7,"49.65","347.55"
"9621-OUPYD",25,"20.2","505.0"
"9898-KZQDZ",40,"94.55","3782.00"
"8982-NHAVY",27,"100.5","2713.5"
"4307-KWMXE",10,"35.75","357.50"
"0141-YEAYS",27,"86.45","2334.15"
"2450-ZKEED",11,"53.8","591.8"
"3694-DELSO",4,"38.55","154.20"
"3893-JRNFS",68,"39.9","2713.2"
"9603-OAIHC",1,"70.05","70.05"
"1133-KXCGE",18,"20.1","361.8"
"5236-PERKL",57,"112.95","6438.15"
"0142-GVYSN",26,"20.3","527.8"
"1049-FYSYG",17,"35.65","606.05"
"7854-FOKSF",1,"35.9","35.9"
"2519-FAKOD",38,"99.25","3771.50"
"8406-LNMHF",59,"82.95","4894.05"
"1821-BUCWY",30,"55.65","1669.50"
"8263-JQAIK",2,"24.45","48.90"
"0023-UYUPN",50,"25.2","1260.0"
"8314-DPQHL",9,"50.8","457.2"
"1465-WCZVT",3,"19.65","58.95"
"9481-SFCQY",14,"59.8","837.2"
"6360-SVNWV",31,"73.55","2280.05"
"0567-GGCAC",7,"61.4","429.8"
"7089-IVVAZ",8,"103.35","826.80"
"8884-MRNSU",17,"19.9","338.3"
"2171-UDMFD",32,"19.45","622.40"
"9050-IKDZA",2,"81.5","163.0"
"2205-YMZZJ",7,"84.8","593.6"
"9802-CAQUT",72,"109.55","7887.60"
"1254-IZEYF",31,"99.95","3098.45"
"0187-WZNAB",27,"74.4","2008.8"
"9492-TOKRI",18,"90","1620"
"1475-VWVDO",7,"74.9","524.3"
"9221-OTIVJ",14,"104.85","1467.90"
"1357-MVDOZ",11,"59.65","656.15"
"7602-MVRMB",72,"110.45","7952.40"
"3325-FUYCG",28,"106.1","2970.8"
"5908-QMGOE",15,"74.2","1113.0"
"1197-BVMVG",4,"74.45","297.80"
"5406-KGRMX",71,"24.55","1743.05"
"8481-YYXWG",5,"89.35","446.75"
"5968-HYJRZ",47,"24.55","1153.85"
"5198-EFNBM",57,"90.65","5167.05"
"7516-GMHUV",50,"105.05","5252.50"
"7140-ADSMJ",8,"20.45","163.60"
"2230-XTUWL",48,"19.55","938.40"
"7706-YLMQA",70,"19.7","1379.0"
"2585-KTFRE",1,"70.45","70.45"
"7994-UYIVZ",8,"85.65","685.20"
"2609-IAICY",1,"77.15","77.15"
"1740-CSDJP",1,"35.25","35.25"
"7717-BICXI",60,"20.55","1233.00"
"6559-RAKOZ",49,"97.95","4799.55"
"2636-OHFMN",4,"48.55","194.20"
"4716-MRVEN",29,"20","580"
"2143-LJULT",67,"25.25","1691.75"
"1323-OOEPC",53,"98.4","5215.2"
"3200-MNQTF",67,"70.9","4750.3"
"6164-HXUGH",6,"19.85","119.10"
"5630-IXDXV",47,"106.35","4998.45"
"0320-DWVTU",53,"99.5","5273.5"
"9135-MGVPY",69,"84.7","5844.3"
"1212-GLHMD",3,"86.05","258.15"
"7878-JGDKK",4,"44.55","178.20"
"1088-AUUZZ",56,"75.85","4247.60"
"0397-GZBBC",59,"93.85","5537.15"
"6614-YWYSC",61,"25","1525"
"9588-OZDMQ",2,"45","90"
"7641-EUYET",46,"100.7","4632.2"
"6476-EPYZR",12,"20.5","246.0"
"9921-ZVRHG",14,"80.45","1126.30"
"1174-FGIFN",28,"90.45","2532.60"
"6620-HVDUJ",24,"60.45","1450.80"
"4701-MLJPN",31,"55.25","1712.75"
"1032-MAELW",68,"78.45","5334.60"
"7641-TQFHN",39,"100.55","3921.45"
"1552-TKMXS",42,"20.35","854.70"
"9206-GVPEQ",13,"54.45","707.85"
"8622-ZLFKO",6,"90.75","544.50"
"1596-BBVTG",35,"75.35","2637.25"
"6188-UXBBR",38,"20.25","769.50"
"2333-KWEWW",18,"20.05","360.90"
"5702-SKUOB",4,"19.6","78.4"
"1134-YWTYF",27,"53.8","1452.6"
"6061-GWWAV",41,"70.2","2878.2"
"0679-TDGAK",50,"75.5","3775.0"
"6585-WCEWR",72,"20.35","1465.20"
"9067-YGSCA",70,"26.05","1823.50"
"9067-SQTNS",44,"20.6","906.4"
"8433-WXGNA",2,"75.7","151.4"
"1776-SPBWV",34,"20.1","683.4"
"8735-SDUFN",72,"24.3","1749.6"
"9668-PUGNU",71,"24.5","1739.5"
"9405-GPBBG",64,"110.5","7072.0"
"1926-QUZNN",72,"25.25","1818.00"
"3707-GNWHM",1,"74.25","74.25"
"7016-NVRIC",29,"90.1","2612.9"
"5829-NVSQN",23,"68.75","1581.25"
"9565-AXSMR",52,"19.2","998.4"
"8922-LIEGH",25,"89.7","2242.5"
"8869-LIHMK",64,"115.1","7366.4"
"8245-UMPYT",16,"96.4","1542.4"
"5186-SAMNZ",1,"69.5","69.5"
"0447-RXSGD",24,"99.65","2391.60"
"4927-WWOOZ",2,"91.45","182.90"
"5788-YPOEG",34,"84.75","2881.50"
"5373-SFODM",36,"85.25","3069.00"
"0661-KBKPA",53,"78.75","4173.75"
"9081-WWXKP",47,"20.25","951.75"
"0784-ZQJZX",72,"19.9","1432.8"
"3133-PZNSR",72,"97.75","7038.00"
"5766-ZJYBB",1,"19.4","19.4"
"8931-GJJIQ",9,"83.3","749.7"
"4277-PVRAN",8,"80.1","640.8"
"0022-TCJCI",45,"62.7","2821.5"
"0722-SVSFK",7,"100.4","702.8"
"3612-YVGSJ",71,"24.45","1735.95"
"9825-YCXWZ",41,"101.1","4145.1"
"5397-NSKQG",67,"50.9","3410.3"
"8565-HBFNN",69,"107.2","7396.8"
"2000-DHJUY",70,"92.2","6454.0"
"6427-FEFIG",24,"78.6","1886.4"
"0203-HHYIJ",25,"25.3","632.5"
"8670-ERCJH",72,"113.4","8164.8"
"7758-UJWYS",34,"40.55","1378.70"
"2050-ONYDQ",65,"26","1690"
"7055-JCGNI",70,"111.95","7836.50"
"0739-UUAJR",72,"53.8","3873.6"
"4826-DXMUP",35,"72.1","2523.5"
"0952-KMEEH",13,"98.15","1275.95"
"7285-KLOTR",12,"78.85","946.20"
"0654-PQKDW",62,"70.75","4386.50"
"7175-NTIXE",25,"76.15","1903.75"
"7963-SHNDT",52,"39.1","2033.2"
"9796-BPKIW",8,"69.95","559.60"
"0188-GWFLE",2,"20.05","40.10"
"8129-GMVGI",56,"20.05","1122.80"
"2882-DDZPG",12,"19.45","233.40"
"3547-LQRIK",47,"26.9","1264.3"
"9137-NOQKA",2,"19.2","38.4"
"5843-TTHGI",18,"50","900"
"1849-RJYIG",8,"60","480"
"8868-GAGIO",45,"84.55","3804.75"
"4061-UKJWL",3,"45.45","136.35"
"5380-XPJNZ",38,"20.05","761.90"
"8263-QMNTJ",72,"115.55","8319.60"
"8178-EYZUO",46,"93.7","4310.2"
"3230-JCNZS",71,"99","7029"
"0277-ORXQS",66,"50.55","3336.30"
"5130-IEKQT",25,"105.95","2648.75"
"3230-WYKIR",18,"82","1476"
"7996-BPXHY",13,"25","325"
"3227-WLKLI",65,"91.55","5950.75"
"0407-BDJKB",60,"95.75","5745.00"
"2266-FUBDZ",15,"19.35","290.25"
"8237-ULIXL",72,"24.85","1789.20"
"9600-UDOPK",30,"94.05","2821.50"
"8216-AZUUZ",42,"100.4","4216.8"
"9153-BTBVV",71,"25","1775"
"4074-SJFFA",1,"54.75","54.75"
"3269-ATYWD",39,"95.65","3730.35"
"5186-PEIZU",35,"19.25","673.75"
"1074-AMIOH",53,"108.25","5737.25"
"4910-GMJOT",1,"94.6","94.6"
"0354-WYROK",31,"98.9","3065.9"
"4361-FEBGN",48,"20.15","967.20"
"7748-UMTRK",30,"101.3","3039.0"
"0380-ZCSBI",10,"20","200"
"7145-FEJWU",12,"105.3","1263.6"
"6463-MVYRY",57,"69.85","3981.45"
"3969-JQABI",58,"65.25","3784.50"
"9624-EGDEQ",37,"19.8","732.6"
"1051-EQPZR",44,"19.6","862.4"
"5849-ASHZJ",27,"20.05","541.35"
"5780-INQIK",8,"49.4","395.2"
"7576-OYWBN",3,"76.05","228.15"
"4526-ZJJTM",25,"88.4","2210.0"
"8384-FZBJK",57,"100.6","5734.2"
"3750-RNQKR",12,"19.45","233.40"
"0962-CQPWQ",62,"20.3","1258.6"
"3096-YXENJ",65,"107.65","6997.25"
"1265-BCFEO",71,"80.45","5711.95"
"5837-LXSDN",21,"58.85","1235.85"
"5945-AZYHT",71,"109.6","7781.6"
"8325-QRPZR",7,"75.15","526.05"
"6384-VMJHP",72,"73","5256"
"2262-SLNVK",1,"70.1","70.1"
"7730-CLDSV",72,"98.65","7102.80"
"1135-HIORI",64,"111.45","7132.80"
"0164-APGRB",72,"114.9","8272.8"
"6481-ESCNL",29,"100.55","2915.95"
"1790-NESIO",13,"20.4","265.2"
"1550-EENBN",31,"104.35","3234.85"
"5539-TMZLF",1,"69.75","69.75"
"4323-SADQS",7,"34.5","241.5"
"4446-BZKHU",61,"105.55","6438.55"
"5202-IVJNU",39,"30.1","1173.9"
"5976-JCJRH",10,"70.3","703.0"
"8198-RKSZG",14,"80.45","1126.30"
"0137-OCGAB",1,"80.2","80.2"
"3351-NQLDI",67,"94.35","6321.45"
"9297-EONCV",72,"91.35","6577.20"
"7593-JNWRU",6,"44.6","267.6"
"4588-YBNIB",1,"19.6","19.6"
"1069-QJOEE",25,"19.9","497.5"
"3336-JORSO",33,"110.45","3644.85"
"7799-DSEWS",18,"68.35","1230.30"
"8766-PAFNE",71,"79.1","5616.1"
"5315-CKEQK",28,"51","1428"
"3130-ICDUP",2,"80.55","161.10"
"0820-FNRNX",17,"66.7","1133.9"
"0880-FVFWF",56,"86.4","4838.4"
"4611-ANLQC",60,"50.05","3003.00"
"4213-HKBJO",33,"25.7","848.1"
"2792-LSHWX",1,"83.4","83.4"
"5028-GZLDO",2,"70.7","141.4"
"0014-BMAQU",63,"84.65","5332.95"
"6861-XWTWQ",7,"99.25","694.75"
"9018-PCIOK",55,"64.75","3561.25"
"4837-QUSFT",65,"100.15","6509.75"
"6877-TJMBR",1,"84.8","84.8"
"9953-ZMKSM",63,"25.25","1590.75"
"0907-HQNTS",70,"113","7910"
"7665-NKLAV",36,"40.65","1463.40"
"6769-DCQLI",52,"105","5460"
"2433-KMEAS",22,"54.45","1197.90"
"4391-LNRXK",22,"94.95","2088.90"
"8250-ZNGGW",5,"59.9","299.5"
"2195-ZRVAX",47,"85.3","4009.1"
"3550-SAHFP",33,"83.35","2750.55"
"2011-TRQYE",18,"33.5","603.0"
"8562-GHPPI",1,"19.8","19.8"
"5893-PYOLZ",56,"81.8","4580.8"
"4986-MXSFP",2,"20","40"
"6131-FOYAS",35,"59.6","2086.0"
"3027-YNWZU",64,"25","1600"
"5609-IMCGG",15,"84.35","1265.25"
"4873-ILOLJ",24,"90.35","2168.40"
"4727-MCYZG",1,"55.55","55.55"
"9481-WHGWY",70,"75.35","5274.50"
"2725-KXXWT",1,"90.75","90.75"
"9565-DJPIB",4,"89.6","358.4"
"4328-VUFWD",39,"59.3","2312.7"
"3301-LSLWQ",29,"66.1","1916.9"
"7473-ZBDSN",14,"18.8","263.2"
"3166-PNEOF",61,"86.45","5273.45"
"5639-NTUPK",13,"52.1","677.3"
"8780-YRMTT",66,"47.4","3128.4"
"8348-HFYIV",2,"49.25","98.50"
"5140-FOMCQ",59,"109.15","6439.85"
"6242-SGYTS",62,"94.95","5886.90"
"8166-ORCHU",33,"93.55","3087.15"
"8414-OOEEL",66,"79.5","5247.0"
"8454-AATJP",72,"115.05","8283.60"
"6849-WLEYG",1,"19.75","19.75"
"4659-NZRUF",19,"95.15","1807.85"
"4531-AUZNK",51,"95.15","4852.65"
"4191-XOVOM",63,"105.4","6640.2"
"2150-OEGBV",27,"20.1","542.7"
"8429-XIBUM",22,"101.35","2229.70"
"1855-CFULU",4,"20.05","80.20"
"4878-BUNFV",42,"20.7","869.4"
"1872-EBWSC",29,"20.35","590.15"
"2608-BHKFN",4,"70.05","280.20"
"7026-YMSBE",30,"19.7","591.0"
"7341-LXCAF",4,"74.65","298.60"
"6997-UVGOX",71,"85.45","6066.95"
"9674-EHPPG",46,"40.4","1858.4"
"9462-MJUAW",4,"50.4","201.6"
"8128-YVJRG",7,"79.65","557.55"
"5440-VHLUL",69,"105.2","7258.8"
"5781-BKHOP",72,"100.65","7246.80"
"4283-FUTGF",19,"79.85","1517.15"
"5213-TWWJU",28,"91","2548"
"1569-TTNYJ",5,"78.75","393.75"
"8628-MFKAX",72,"116.75","8406.00"
"2397-BRLOM",8,"80.45","643.60"
"7629-WIXZF",7,"59.1","413.7"
"5445-GLVOT",22,"49.8","1095.6"
"3976-HXHCE",72,"19.3","1389.6"
"2466-NEJOJ",8,"19.65","157.20"
"0254-KCJGT",52,"81.4","4232.8"
"5472-CVMDX",68,"38.9","2645.2"
"6461-SZMCV",71,"87.95","6244.45"
"8150-QUDFX",2,"19.85","39.70"
"9508-ILZDG",34,"96.35","3275.90"
"2346-DJQTB",35,"24.15","845.25"
"1697-LYYYX",61,"19.1","1165.1"
"1942-OQFRW",1,"44","44"
"4749-VFKVB",1,"50.1","50.1"
"9640-ZSLDC",53,"60.6","3211.8"
"4231-LZUYM",72,"25.65","1846.80"
"7598-UAASY",2,"76.4","152.8"
"7938-OUHIO",3,"98.7","296.1"
"8510-AWCXC",13,"100.8","1310.4"
"6128-AQBMT",41,"53.95","2211.95"
"3594-BDSOA",24,"20.4","489.6"
"0431-APWVY",28,"90.1","2522.8"
"5133-VRSAB",8,"29.35","234.80"
"5996-DAOQL",1,"20.45","20.45"
"6838-YAUVY",54,"95.1","5135.4"
"0484-JPBRU",41,"25.25","1035.25"
"7883-ROJOC",19,"44.9","853.1"
"0244-LGNFY",72,"92.65","6670.80"
"7274-CGTOD",62,"43.7","2709.4"
"4295-YURET",56,"72.6","4065.6"
"3426-NIYYL",15,"51.55","773.25"
"8225-BTJAU",10,"79.25","792.50"
"4635-EJYPD",32,"18.95","606.40"
"1866-ZSLJM",21,"20.5","430.5"
"0017-IUDMW",72,"116.8","8409.6"
"4636-TVXVG",62,"19.95","1236.90"
"4236-UJPWO",2,"24.5","49.0"
"9392-XBGTD",27,"20.6","556.2"
"3387-VATUS",5,"94.85","474.25"
"6402-SSEJG",25,"61.05","1526.25"
"1143-NMNQJ",2,"85.7","171.4"
"1169-SAOCL",49,"106.65","5225.85"
"1110-KYLGQ",63,"108.25","6819.75"
"9929-PLVPA",4,"20.4","81.6"
"3518-PZXZQ",1,"55.3","55.3"
"2371-JUNGC",11,"20.25","222.75"
"7693-QPEFS",52,"72.95","3793.40"
"0924-BJCRC",60,"89.45","5367.00"
"5074-FBGHB",64,"104.65","6697.60"
"2351-BKRZW",43,"75.2","3233.6"
"4455-BFSPD",61,"101.15","6170.15"
"0415-MOSGF",1,"44.4","44.4"
"1724-BQUHA",5,"89.5","447.5"
"3948-KXDUF",66,"68.75","4537.50"
"2323-ARSVR",67,"111.05","7440.35"
"0815-MFZGM",42,"99","4158"
"4826-XTSOH",1,"86.05","86.05"
"5480-XTFFL",31,"21","651"
"8295-FHIVV",7,"19.4","135.8"
"2495-INZWQ",4,"44.55","178.20"
"9086-YJYXS",34,"77.2","2624.8"
"1179-INLAT",3,"19.45","58.35"
"7909-FIOIY",19,"24.85","472.15"
"4139-SUGLD",31,"35.4","1097.4"
"6857-VWJDT",1,"95.65","95.65"
"6351-SCJKT",3,"41.35","124.05"
"5468-BPMMO",46,"19.6","901.6"
"5624-BQSSA",1,"20.95","20.95"
"0197-PNKNK",69,"84.45","5827.05"
"2439-QKJUL",5,"20.25","101.25"
"1194-SPVSP",1,"19.65","19.65"
"9534-NSXEM",26,"20.65","536.90"
"2408-WITXK",10,"34.7","347.0"
"8929-KSWIH",25,"99.3","2482.5"
"2250-IVBWA",64,"81.05","5187.20"
"1810-MVMAI",30,"67.6","2028.0"
"9506-UXUSK",13,"70.15","911.95"
"1229-RCALF",64,"115","7360"
"3572-UOLYZ",46,"84.8","3900.8"
"1429-UYJSV",12,"19.7","236.4"
"5577-OTWWW",15,"19.75","296.25"
"6100-QQHEB",17,"92.55","1573.35"
"6366-XIVKZ",13,"63.15","820.95"
"3470-OBUET",67,"74","4958"
"2770-NSVDG",24,"29.1","698.4"
"9375-MHRRS",6,"50.05","300.30"
"2634-HCZGT",53,"60.05","3182.65"
"7503-QQRVF",16,"74.3","1188.8"
"4860-YZGZM",10,"20","200"
"6599-GZWCM",13,"74.65","970.45"
"2691-NZETQ",9,"85.35","768.15"
"4404-HIBDJ",25,"74.3","1857.5"
"5533-NHFRF",7,"44.4","310.8"
"7037-MTYVW",38,"85.4","3245.2"
"4760-THGOT",43,"94.1","4046.3"
"7295-JOMMD",4,"98.1","392.4"
"4016-BJKTZ",25,"108.9","2722.5"
"6584-VQMYT",27,"56.2","1517.4"
"9838-BFCQT",72,"26.1","1879.2"
"2790-XUYMV",71,"85.45","6066.95"
"0581-MDMPW",24,"88.95","2134.80"
"5013-SBUIH",50,"109.65","5482.50"
"1023-BQXZE",57,"74.35","4237.95"
"9163-GHAYE",15,"48.85","732.75"
"3904-UKFRE",4,"80.1","320.4"
"5353-WILCI",28,"56.05","1569.40"
"0709-TVGUR",9,"74.55","670.95"
"0058-EVZWM",55,"89.8","4939.0"
"6023-YEBUP",3,"100.95","302.85"
"7209-JCUDS",10,"94.9","949.0"
"7009-PCARS",55,"19.1","1050.5"
"0519-DRGTI",20,"20.35","407.00"
"1017-FBQMM",62,"106.05","6575.10"
"3001-CBHLQ",32,"104.9","3356.8"
"1985-MBRYP",43,"19.65","844.95"
"6158-DWPZT",9,"24.1","216.9"
"9372-TXXPS",60,"59.85","3591.00"
"3259-QMXUN",58,"86.1","4993.8"
"1015-JPFYW",7,"19.45","136.15"
"6645-MXQJT",2,"97.1","194.2"
"4360-QRAVE",37,"36.65","1356.05"
"8433-WPJTV",65,"103.9","6753.5"
"5804-JMYIO",39,"19.75","770.25"
"3763-GCZHZ",66,"104.05","6867.30"
"6484-LATFU",68,"24.55","1669.40"
"7599-NTMDP",62,"48.7","3019.4"
"0772-GYEQQ",3,"88.35","265.05"
"0536-ACXIP",72,"109.55","7887.60"
"0936-NQLJU",41,"20.65","846.65"
"4831-EOBFE",29,"94.65","2744.85"
"1575-KRZZE",4,"55.2","220.8"
"3251-YMVWZ",53,"24.05","1274.65"
"4102-OQUPX",1,"74.4","74.4"
"9170-GYZJC",41,"79.9","3275.9"
"4884-LEVMQ",39,"20.45","797.55"
"8857-CUPFQ",63,"19.25","1212.75"
"7610-TVOPG",15,"26.35","395.25"
"3638-DIMPH",13,"43.8","569.4"
"1845-ZLLIG",1,"50.15","50.15"
"8559-WNQZS",1,"20.45","20.45"
"3999-QGRJH",8,"69.7","557.6"
"1699-UOTXU",60,"61.4","3684.0"
"2454-RPBRZ",12,"98.1","1177.2"
"0635-WKOLD",40,"70.75","2830.00"
"5993-JSUWV",66,"61.15","4035.90"
"4518-FZBSX",42,"20.25","850.50"
"5387-ASZNZ",66,"63.85","4214.10"
"6988-CJEYV",49,"98.7","4836.3"
"2002-MZHWP",1,"20.5","20.5"
"3097-FQTVJ",41,"20","820"
"5465-BUBFA",41,"19.3","791.3"
"7299-GNVPL",23,"84.4","1941.2"
"9743-DQKQW",3,"25.1","75.3"
"1215-VFYVK",4,"48.25","193.00"
"9371-BITHB",52,"19.85","1032.20"
"2265-CYWIV",4,"99.6","398.4"
"9093-FPDLG",11,"94.2","1036.2"
"0541-FITGH",2,"62.15","124.30"
"6985-HAYWX",26,"79.3","2061.8"
"7508-KBIMB",24,"56.25","1350.00"
"6838-HVLXG",12,"20.3","243.6"
"2277-DJJDL",60,"99","5940"
"1897-OKVMW",64,"90.6","5798.4"
"5485-ITNPC",66,"85.9","5669.4"
"0233-FTHAV",60,"79.2","4752.0"
"4644-PIZRT",17,"70.35","1195.95"
"8922-NPKBJ",42,"19.35","812.70"
"2740-TVLFN",1,"50.15","50.15"
"7771-CFQRQ",47,"63.8","2998.6"
"9512-PHSMG",10,"20.55","205.50"
"6963-EZQEE",70,"88.55","6198.50"
"2452-KDRRH",67,"101.4","6793.8"
"2004-OCQXK",1,"81.95","81.95"
"5027-QPKTE",7,"69.35","485.45"
"4146-SVFUD",1,"44.6","44.6"
"1564-HJUVY",4,"63.75","255.00"
"3617-XLSGQ",66,"109.25","7210.50"
"7517-LDMPS",12,"84.6","1015.2"
"7244-KXYZN",24,"20.45","490.80"
"5226-NOZFC",26,"85.75","2229.50"
"2672-HUYVI",6,"91.1","546.6"
"1400-WIVLL",57,"107.95","6153.15"
"7508-MYBOG",14,"86.1","1205.4"
"8148-NLEGT",42,"22.95","963.90"
"0148-DCDOS",25,"94.7","2367.5"
"8347-GDTMP",64,"19.45","1244.80"
"9992-RRAMN",22,"85.1","1872.2"
"6746-WAUWT",19,"19.7","374.3"
"0310-MVLET",61,"99.15","6048.15"
"0428-IKYCP",22,"87","1914"
"4550-VBOFE",70,"102.95","7206.50"
"2187-PKZAY",12,"79.95","959.40"
"4003-OCTMP",31,"64","1984"
"6652-YFFJO",11,"64.9","713.9"
"7225-IILWY",68,"25.75","1751.00"
"5248-RPYWW",72,"90.15","6490.80"
"7923-IYJWY",67,"116.1","7778.7"
"3170-GWYKC",60,"104.95","6297.00"
"5696-QURRL",1,"45.05","45.05"
"7409-KIUTL",1,"71","71"
"9830-ECLEN",58,"50","2900"
"1732-VHUBQ",47,"70.55","3315.85"
"0495-RVCBF",1,"79.7","79.7"
"2668-TZSPS",1,"20.45","20.45"
"7854-EDSSA",22,"59","1298"
"8869-TORSS",48,"60.35","2896.80"
"7446-SFAOA",37,"19.85","734.45"
"9522-ZSINC",13,"19.95","259.35"
"8234-GSZYK",43,"26.45","1137.35"
"6505-OZNPG",6,"63.4","380.4"
"6164-HAQTX",71,"53.95","3830.45"
"0679-IDSTG",1,"69.25","69.25"
"7765-LWVVH",72,"95.1","6847.2"
"1658-TJVOA",6,"74.1","444.6"
"0953-LGOVU",12,"35.5","426.0"
"2115-BFTIW",25,"70.95","1773.75"
"4692-NNQRU",21,"79.2","1663.2"
"7742-MYPGI",6,"48.8","292.8"
"0611-DFXKO",20,"89","1780"
"7780-OTDSO",18,"99.4","1789.2"
"9619-GSATL",43,"55.45","2384.35"
"5622-UEJFI",35,"25.4","889.0"
"9747-DDZOS",1,"73.5","73.5"
"0674-DGMAQ",32,"93.5","2992.0"
"6203-HBZPA",52,"63.9","3322.8"
"0484-FFVBJ",32,"64.85","2075.20"
"0301-FIDRB",72,"63.8","4593.6"
"4139-JPIAM",51,"44.45","2266.95"
"2181-TIDSV",68,"19.95","1356.60"
"2761-XECQW",8,"43.35","346.80"
"1936-CZAKF",49,"49.65","2432.85"
"9453-PATOS",72,"85.1","6127.2"
"0564-JJHGS",9,"95.5","859.5"
"3348-CFRNX",28,"92.35","2585.80"
"4402-FTBXC",54,"89.8","4849.2"
"1428-GTBJJ",11,"74.55","820.05"
"2931-XIQBR",50,"103.05","5152.50"
"0106-UGRDO",69,"116","8004"
"5542-TBBWB",1,"69.9","69.9"
"1930-QPBVZ",68,"95.1","6466.8"
"2606-PKWJB",40,"40.25","1610.00"
"5322-ZSMZY",31,"25.75","798.25"
"8059-UDZFY",33,"105.35","3476.55"
"7740-BTPUX",55,"113.6","6248.0"
"5220-AGAAX",68,"24","1632"
"0208-BPQEJ",12,"19.4","232.8"
"9435-JMLSX",71,"86.1","6113.1"
"3352-ALMCK",40,"102.65","4106.00"
"5312-IRCFR",64,"92.85","5942.40"
"5294-IMHHT",53,"97.75","5180.75"
"8802-UNOJF",12,"83.8","1005.6"
"6313-GIDIT",53,"54.45","2885.85"
"6176-YJWAS",72,"97.95","7052.40"
"5310-NOOVA",46,"19.95","917.70"
"4526-EXKKN",40,"24.6","984.0"
"5311-IHLEI",12,"50.95","611.40"
"3987-KQDDU",9,"75.6","680.4"
"3404-JNXAX",51,"80.75","4118.25"
"5131-PONJI",49,"90.4","4429.6"
"2845-AFFTX",41,"99.8","4091.8"
"3489-VSFRD",56,"60.25","3374.00"
"3345-JHUEO",4,"20.2","80.8"
"5815-HGGHV",20,"64.15","1283.00"
"5260-UMPWX",26,"20.25","526.50"
"2249-YPRNG",20,"105.85","2117.00"
"7410-YTJIK",7,"75.45","528.15"
"4626-GYCZP",7,"93.85","656.95"
"5649-RXQTV",51,"99","5049"
"2674-MIAHT",4,"80.3","321.2"
"2576-HXMPA",1,"19.55","19.55"
"7587-AOVVU",27,"100.75","2720.25"
"5590-BYNII",22,"100.75","2216.50"
"6898-MDLZW",12,"53.75","645.00"
"3237-AJGEH",3,"31","93"
"4707-YNOQA",34,"25.6","870.4"
"9357-UJRUN",24,"58.35","1400.40"
"1591-NFNLQ",51,"80","4080"
"8648-PFRMP",14,"46.35","648.90"
"7663-CUXZB",59,"113.75","6711.25"
"0258-NOKBL",3,"90.4","271.2"
"1163-VIPRI",65,"109.3","7104.5"
"2815-CPTUL",5,"70.25","351.25"
"9348-ROUAI",59,"90.3","5327.7"
"9443-JUBUO",72,"65.25","4698.00"
"0596-BQCEQ",62,"100.15","6209.30"
"1481-ZUWZA",28,"94.5","2646.0"
"3043-TYBNO",3,"60.65","181.95"
"4830-FAXFM",19,"24.1","457.9"
"5906-BFOZT",1,"19.5","19.5"
"2960-NKRSO",24,"85.95","2062.80"
"8996-ZROXE",57,"53.5","3049.5"
"5598-IKHQQ",72,"25.45","1832.40"
"0397-ZXWQF",67,"20.5","1373.5"
"5266-PFRQK",52,"20.85","1084.20"
"4674-HGNUA",71,"89.9","6382.9"
"6765-MBQNU",26,"26","676"
"9786-IJYDL",35,"113.2","3962.0"
"1303-SRDOK",55,"69.05","3797.75"
"3769-MHZNV",33,"20.1","663.3"
"6295-OSINB",72,"109.65","7894.80"
"3308-MHOOC",1,"19.2","19.2"
"2309-OSFEU",10,"33.9","339.0"
"2207-QPJED",37,"90","3330"
"4177-JPDFU",12,"34","408"
"2239-CFOUJ",1,"20.4","20.4"
"8046-DNVTL",62,"38.6","2393.2"
"2209-XADXF",1,"25.25","25.25"
"6620-JDYNW",18,"60.6","1090.8"
"1891-FZYSA",69,"89.95","6206.55"
"4770-UEZOX",2,"74.75","149.50"
"1038-RQOST",19,"20.6","391.4"
"7613-LLQFO",12,"84.45","1013.40"
"4568-TTZRT",9,"20.4","183.6"
"9513-DXHDA",27,"81.7","2205.9"
"2640-PMGFL",27,"79.5","2146.5"
"3801-HMYNL",1,"89.15","89.15"
"0516-QREYC",24,"20.3","487.2"
"9685-WKZGT",14,"74.95","1049.30"
"6022-UGGSO",32,"74.4","2380.8"
"8706-HRADD",21,"43.55","914.55"
"8084-OIVBS",11,"20","220"
"8896-BQTTI",1,"25","25"
"3865-QBWSJ",38,"80.45","3057.10"
"3352-RICWQ",9,"19.75","177.75"
